,형태소,품사,등장횟수,동일형태소
4210,싶기는,Verb,1,0
4211,크레딧,Noun,6,0
4212,커튼,Noun,3,0
4213,콜,Noun,3,0
4214,팬클럽,Noun,1,0
4215,가입,Noun,1,0
4216,하러,Verb,6,0
4217,일반,Noun,11,0
4218,훌륭했다,Adjective,14,0
4219,부르네요,Verb,3,0
4220,슬펐는데,Adjective,1,0
4221,미쳤고요,Adjective,1,0
4222,적이였다,Verb,6,0
4223,얻은게,Verb,1,0
4224,많아질수록,Verb,1,0
4225,작아진다는,Verb,1,0
4226,ㅈㅅ,KoreanParticle,2,0
4227,알려져서,Verb,1,0
4228,안될거라,Adjective,1,0
4229,용서,Noun,3,0
4230,해주십,Verb,2,0
4231,쇼,Noun,36,0
4232,같네,Adjective,7,0
4233,숨겨진,Verb,6,0
4234,한거아니냐,Verb,1,0
4235,다녀옴,Verb,2,0
4236,인지,Foreign,2,1
4237,남주는,Verb,10,0
4238,이었다가,Verb,1,0
4239,자마자,Noun,13,0
4240,닮아,Verb,2,0
4241,놀랐고,Verb,4,0
4242,놀랐네요,Verb,2,0
4243,장,Suffix,14,1
4244,실망한,Adjective,7,0
4245,대해,Noun,12,0
4246,반신반의,Noun,6,0
4247,없었어요,Adjective,25,0
4248,주위,Noun,4,0
4249,더보,Noun,37,0
4250,알겠어요,Verb,4,0
4251,앙,Adverb,14,1
4252,꿈속,Noun,5,0
4253,모름,Noun,9,1
4254,지렸습니다,Verb,2,0
4255,죽여주는듯,Verb,1,0
4256,보고싶습니다,Verb,14,0
4257,할수있음,Verb,1,0
4258,평타,Noun,6,0
4259,현충일,Noun,2,0
4260,재밌다고,Adjective,51,0
4261,좋아하네요,Adjective,41,0
4262,사라지지,Verb,4,0
4263,굴복,Noun,1,0
4264,않겠다는,Verb,3,0
4265,창,Noun,7,0
4266,났어요,Verb,36,0
4267,뽑은,Verb,1,0
4268,였답니다,Verb,2,0
4269,조아요,Adjective,8,0
4270,본다던,Verb,2,0
4271,대학생,Noun,1,0
4272,보내요,Verb,2,0
4273,만들었어요,Verb,30,0
4274,첨,Noun,31,1
4275,볼매,Noun,2,1
4276,수록,Noun,10,0
4277,쩔어요,Noun,8,0
4278,버릴게,Verb,7,0
4279,잡을데,Verb,1,0
4280,처,Noun,15,0
4281,돌이였던,Verb,1,0
4282,놀랐음,Verb,8,0
4283,비판,Noun,4,0
4284,지점,Noun,1,0
4285,되느냐,Verb,1,0
4286,비중,Noun,26,0
4287,많아져서,Verb,1,0
4288,구려,Noun,3,0
4289,은근,Noun,10,0
4290,히,Adverb,62,1
4291,괜찮길래,Adjective,1,0
4292,꿀꿀하신,Adjective,1,0
4293,보세여,Verb,29,0
4294,연휴,Noun,2,0
4295,열었네요,Verb,1,0
4296,형,Noun,17,1
4297,직,Noun,3,0
4298,출구,Noun,1,0
4299,찾겠네요,Verb,1,0
4300,어마어마했구,Adjective,1,0
4301,외,Noun,28,0
4302,넘쳤구,Adjective,1,0
4303,엑스,Noun,12,0
4304,시,Noun,12,1
4305,갈꺼,Verb,7,0
4306,듀,Noun,1,0
4307,지구,Noun,3,0
4308,뿌셔,Noun,2,0
4309,이상형,Noun,7,0
4310,어디가,Noun,2,0
4311,달라졌는지,Verb,1,0
4312,아는데,Verb,2,0
4313,퍼즐,Noun,2,0
4314,어지럽히고,Verb,1,0
4315,완전한,Adjective,1,0
4316,완전하게,Adjective,1,0
4317,300만,Number,2,0
4318,도,Foreign,24,1
4319,봤다니,Verb,2,0
4320,사로잡는,Verb,8,0
4321,멋있고요,Adjective,1,0
4322,완벽했어요,Adjective,18,0
4323,춤추는,Verb,10,0
4324,힙스터,Noun,3,0
4325,Unbelievable,Alpha,1,0
4326,sights,Alpha,1,0
4327,Indescribable,Alpha,2,0
4328,feeling,Alpha,2,0
4329,잃어버렸던,Verb,1,0
4330,찾게,Verb,7,0
4331,염,Noun,11,0
4332,봤지만,Verb,66,0
4333,재미있었던,Adjective,10,0
4334,화영,Noun,4,0
4335,기는,Verb,7,0
4336,나구,Verb,3,0
4337,않지만,Verb,22,0
4338,가시,Noun,13,0
4339,볼거야,Verb,14,0
4340,재밌게잘,Adjective,14,0
4341,반해서,Adjective,4,0
4342,뻔하지만,Adjective,22,0
4343,뻔하지,Adjective,11,0
4344,조만간,Noun,15,0
4345,흥나,Noun,2,0
4346,들어간거,Verb,4,0
4347,나왔던,Verb,13,0
4348,빵댕,Noun,1,0
4349,흔들고,Verb,2,0
4350,이겨,Verb,4,0
4351,춤추고싶음,Verb,1,0
4352,내적인,Noun,1,0
4353,힘들었음,Adjective,4,0
4354,향기도,Noun,3,0
4355,불어,Noun,4,0
4356,잃어버린,Verb,3,0
4357,좋겟다,Adjective,1,0
4358,갈야겠어요,Verb,1,0
4359,아뤠비안나ㅤㅇㅣㅌ,Noun,1,0
4360,빨려,Verb,19,0
4361,들어갑니다,Verb,2,0
4362,93년,Number,5,0
4363,전해지다니,Verb,1,0
4364,스릴,Noun,15,0
4365,들은,Verb,19,0
4366,듣는데도,Verb,1,0
4367,ㅤㅇㅙㄹ,Verb,3,0
4368,뽑을,Verb,1,0
4369,이로소이다,Adjective,1,0
4370,역사,Noun,6,0
4371,남을지어다,Verb,1,0
4372,찔,Verb,1,0
4373,금남,Noun,1,0
4374,갔네요,Verb,5,0
4375,치가,Noun,15,0
4376,낮았는데,Adjective,2,0
4377,널곡,Noun,1,0
4378,새록새록,Noun,63,0
4379,충실했고,Adjective,1,0
4380,넣으려고,Verb,1,0
4381,어울리는지,Verb,1,0
4382,이었어용,Verb,1,0
4383,아픈,Adjective,2,0
4384,치유,Noun,5,0
4385,할께,Verb,1,0
4386,사람과,Noun,7,0
4387,신나요,Noun,17,0
4388,애기,Noun,36,0
4389,좋아했어요,Adjective,25,0
4390,끝나면서,Verb,1,0
4391,깨어났다,Verb,1,0
4392,꿈이었어,Verb,1,0
4393,집결,Noun,1,0
4394,체,Noun,6,0
4395,최상급,Noun,2,0
4396,중독,Noun,31,0
4397,옛,Modifier,29,1
4398,잠겨서,Verb,1,0
4399,적이였던,Verb,1,0
4400,잊혀지,Verb,1,0
4401,여자친구,Noun,35,0
4402,비슷해서,Adjective,9,0
4403,되었던,Verb,3,0
4404,똑같고,Adjective,2,0
4405,진한,Adjective,6,0
4406,이었고,Verb,36,0
4407,완벽한것,Adjective,1,0
4408,나서부터,Verb,4,0
4409,나는지,Verb,4,0
4410,관람객,Noun,14,0
4411,설계,Noun,2,0
4412,드려요,Verb,18,0
4413,행복합니다,Adjective,5,0
4414,보여주려구,Verb,1,0
4415,빨개져서,Adjective,1,0
4416,낸거,Verb,2,0
4417,티저,Noun,2,0
4418,이었다고,Verb,5,0
4419,바뀜,Verb,9,0
4420,웃김,Verb,44,0
4421,ㅤㄷㅙㅁ,Verb,10,0
4422,harvest,Alpha,1,0
4423,dance,Alpha,2,0
4424,연기자,Noun,12,0
4425,잘추네,Verb,2,0
4426,남긴,Verb,8,0
4427,남길,Verb,2,0
4428,떼지,Verb,6,0
4429,모의고사,Noun,1,0
4430,안좋았었는데,Adjective,2,0
4431,잊어버리고,Verb,1,0
4432,오락,Noun,19,0
4433,났음,Verb,14,0
4434,벅차더라,Adjective,1,0
4435,망설이,Verb,1,0
4436,신다면,Verb,1,0
4437,없었는데,Adjective,26,0
4438,잼있다길,Verb,1,0
4439,잼있네요,Verb,18,0
4440,뮤지컬영화,Noun,67,0
4441,맛눈,Noun,1,0
4442,아주머니,Noun,3,0
4443,리,Noun,29,0
4444,클라이너,Noun,1,0
4445,발,Noun,19,0
4446,올리고,Verb,1,0
4447,벅벅,Noun,1,0
4448,긁는,Verb,1,0
4449,있었지만,Adjective,19,0
4450,그러지,Adjective,1,0
4451,마세요,Verb,27,0
4452,뭉클하면서,Adjective,1,0
4453,많았구,Adjective,1,0
4454,나온다길래,Verb,3,0
4455,ㅜㅜㅜㅠ,KoreanParticle,2,0
4456,청각,Noun,13,0
4457,생각났을,Verb,1,0
4458,어바웃타임,Noun,1,0
4459,이래로,Adjective,1,0
4460,길게,Adjective,17,0
4461,남는,Verb,55,0
4462,칭찬,Noun,16,0
4463,쏟고싶다,Verb,1,0
4464,어쩔,Adverb,25,1
4465,했어,Verb,16,0
4466,생애,Noun,9,0
4467,판타지영화,Noun,5,0
4468,떠올리,Verb,1,0
4469,기,Noun,32,1
4470,아니라도,Adjective,1,0
4471,재밌었을,Adjective,3,0
4472,나빠지는게,Verb,3,0
4473,없었네요,Adjective,8,0
4474,안다는데,Verb,3,0
4475,단,Noun,26,1
4476,본적,Noun,16,0
4477,없었을,Adjective,2,0
4478,뿐더러,Noun,1,0
4479,전체관람가,Noun,17,0
4480,쳐다도,Verb,1,0
4481,물랑루즈,Noun,2,0
4482,필요없이,Adjective,9,0
4483,로또,Noun,2,0
4484,맞았음,Verb,1,0
4485,해리포터,Noun,4,0
4486,더재밋게ㅤㅂㅘㅅ어,Noun,1,0
4487,볼래요,Verb,9,0
4488,행복했지만,Adjective,1,0
4489,훅,Noun,11,0
4490,지나간,Verb,4,0
4491,영향,Noun,1,0
4492,미치지,Adjective,3,0
4493,늘어,Verb,1,0
4494,뜨,Verb,11,0
4495,없지,Adjective,19,0
4496,않아,Verb,32,0
4497,있었어요,Adjective,37,0
4498,든,Verb,12,0
4499,나오자마자,Verb,17,0
4500,speachless,Alpha,12,0
4501,듣기,Noun,22,0
4502,나온것,Verb,11,0
4503,소녀,Noun,6,0
4504,였던,Verb,23,0
4505,뽑아서,Verb,1,0
4506,돋는데,Verb,1,0
4507,저희,Noun,13,1
4508,밝은,Verb,6,0
4509,보기전에는,Verb,2,0
4510,버렸어요,Verb,6,0
4511,맞는,Verb,25,0
4512,살아난,Verb,4,0
4513,춤추며,Verb,5,0
4514,놀았슴다,Noun,1,0
4515,웅,Noun,3,0
4516,앵,Adverb,3,0
4517,ㅅㄲ,KoreanParticle,1,0
4518,왕,Noun,38,1
4519,되는걸,Verb,1,0
4520,도태,Noun,1,0
4521,욕망,Noun,3,0
4522,요구,Noun,2,0
4523,멋있었고,Adjective,8,0
4524,막지못,Verb,1,0
4525,멋있었다,Adjective,12,0
4526,잠겨,Verb,2,0
4527,아닌데도,Adjective,5,0
4528,아련한,Adjective,3,0
4529,눈물나는,Verb,2,0
4530,가야겠어요,Verb,6,0
4531,따라가는,Verb,1,0
4532,안목,Noun,2,0
4533,대체,Noun,18,0
4534,가능한,Adjective,17,0
4535,떠오르네요,Verb,12,0
4536,어색해서,Adjective,4,0
4537,아쉬웠어요,Adjective,18,0
4538,아니었지만,Adjective,6,0
4539,멋졌다,Adjective,9,0
4540,행보,Noun,2,0
4541,응원,Noun,6,0
4542,적이였음,Verb,8,0
4543,언니,Noun,25,1
4544,ㅇㅈ,KoreanParticle,17,0
4545,둘이서,Noun,6,0
4546,즐거워하셨어요,Adjective,1,0
4547,프시,Noun,1,0
4548,간,Noun,30,1
4549,였거든요,Verb,1,0
4550,들어주셔서,Verb,3,0
4551,지키는,Verb,1,0
4552,포레버,Noun,1,0
4553,토,Noun,9,0
4554,돋으면서,Verb,5,0
4555,행복하길,Adjective,1,0
4556,바라,Verb,2,0
4557,지났는데,Verb,3,0
4558,다지니의,Verb,2,0
4559,깨방정,Noun,10,0
4560,빠져들고싶은,Verb,1,0
4561,보고싶고하,Verb,1,0
4562,웃는것도,Verb,1,0
4563,쏭,Noun,1,0
4564,증말,Noun,13,0
4565,간나,Noun,4,0
4566,흐름,Noun,38,0
4567,읽고,Verb,8,0
4568,녹여,Verb,3,0
4569,빠지고,Verb,11,0
4570,기대하면서,Adjective,7,0
4571,끌어,Verb,8,0
4572,내줌,Verb,1,0
4573,멋,Noun,27,0
4574,진영화,Noun,11,0
4575,바른,Modifier,3,1
4576,성공하는,Adjective,2,0
4577,되길,Verb,3,0
4578,줄거리,Noun,25,0
4579,뛰어나고,Adjective,7,0
4580,체적,Noun,6,0
4581,무난,Noun,37,0
4582,가볍게,Adjective,32,0
4583,즐길수,Verb,12,0
4584,미침,Adjective,15,0
4585,멋짐,Adjective,35,0
4586,지인,Noun,14,0
4587,많아서,Adjective,44,0
4588,혼영,Noun,18,0
4589,옴,Noun,28,1
4590,떠,Verb,4,0
4591,소름끼칠,Verb,2,0
4592,생각난다,Verb,9,0
4593,낫다,Noun,16,0
4594,세련된,Adjective,6,0
4595,능가,Noun,17,0
4596,보는줄,Verb,11,0
4597,시켜주면,Verb,1,0
4598,했을라,Verb,1,0
4599,나올지,Verb,3,0
4600,만빵,Noun,1,0
4601,타이밍,Noun,5,0
4602,놓쳐서,Verb,2,0
4603,밤늦게,Adjective,1,0
4604,피곤한,Adjective,1,0
4605,기운,Noun,3,0
4606,가실만큼,Verb,1,0
4607,황홀하고,Adjective,12,0
4608,티켓,Noun,6,0
4609,아쉬운,Adjective,66,0
4610,없지는,Adjective,1,0
4611,봤다고는,Verb,1,0
4612,남아있고,Verb,1,0
4613,오스,Noun,6,0
4614,찾아듣게,Verb,2,0
4615,여성성,Noun,2,0
4616,흠잡을게,Adjective,2,0
4617,눈요기,Noun,7,0
4618,노래실력,Noun,25,0
4619,밸리댄스,Noun,1,0
4620,넘는,Verb,18,0
4621,1초,Number,11,0
4622,강렬한,Adjective,5,0
4623,갑,Noun,18,0
4624,쩔고,Verb,17,0
4625,울립니다,Verb,1,0
4626,한참,Noun,16,0
4627,부여잡고,Verb,2,0
4628,엄청나다,Adjective,3,0
4629,않길,Verb,3,0
4630,바랬어,Noun,2,0
4631,혹시,Noun,8,0
4632,얻은,Verb,3,0
4633,지니세요,Verb,1,0
4634,맞아,Verb,9,0
4635,쳐주고,Verb,1,0
4636,돋보입니다,Verb,3,0
4637,없애야,Verb,1,0
4638,관좀,Noun,2,0
4639,늘려라,Verb,5,0
4640,너무하네,Adjective,3,0
4641,가득한,Adjective,14,0
4642,완벽해요,Adjective,18,0
4643,꼈네요,Verb,1,0
4644,흘렀다는,Verb,1,0
4645,개사,Noun,2,0
4646,실체,Noun,1,0
4647,폭로,Noun,1,0
4648,없었다는것,Adjective,1,0
4649,ㅤㅃㅒㅤ,Noun,1,0
4650,도기,Noun,1,0
4651,받으려,Verb,1,0
4652,Best,Alpha,14,0
4653,of,Alpha,8,0
4654,느끼려고,Verb,2,0
4655,갔어요,Verb,14,0
4656,띄는게,Verb,1,0
4657,함정,Noun,4,0
4658,부름,Verb,16,0
4659,20,Number,221,0
4660,대에게는,Verb,1,0
4661,불러일으키고,Verb,2,0
4662,감정이입,Noun,10,0
4663,솨,Noun,3,0
4664,있네,Adjective,8,0
4665,깔리고,Verb,2,0
4666,개구지고,Verb,2,0
4667,성탄절,Noun,1,0
4668,되고나서,Verb,2,0
4669,종합,Noun,5,0
4670,세트,Noun,9,0
4671,한아름,Noun,1,0
4672,어울렸고,Verb,11,0
4673,스러워서,Adjective,5,0
4674,롯데,Noun,14,0
4675,있다가나온기분,Foreign,1,0
4676,진다이게,Verb,1,0
4677,찰질수가,Adjective,1,0
4678,생각나는,Verb,36,0
4679,고급,Noun,3,0
4680,더더,Noun,9,0
4681,시키지,Verb,34,0
4682,찌들어서,Verb,2,0
4683,평남,Noun,1,0
4684,깁니다,Verb,1,0
4685,봐야지하고,Verb,1,0
4686,들이,Verb,18,0
4687,좋아하는것,Adjective,1,0
4688,감사하고,Verb,6,0
4689,감사할,Verb,6,0
4690,대단하다,Adjective,11,0
4691,닿는다,Verb,1,0
4692,침묵,Noun,21,0
4693,욺,Verb,2,0
4694,오프닝,Noun,39,0
4695,시퀀스,Noun,3,0
4696,만들었는데,Verb,4,0
4697,보라,Noun,25,0
4698,멘트,Noun,1,0
4699,완벽했던,Adjective,38,0
4700,저,Modifier,8,1
4701,그런,Modifier,27,1
4702,불가,Noun,15,0
4703,IMAX,Alpha,9,0
4704,황홀,Noun,8,0
4705,꼬투리,Noun,1,0
4706,잡을것,Verb,1,0
4707,잔잔한,Adjective,5,0
4708,있음,Adjective,64,0
4709,달래주기에,Verb,1,0
4710,충분한,Adjective,8,0
4711,매주,Adverb,4,0
4712,기다린,Verb,3,0
4713,해서였죠,Verb,1,0
4714,나왔다고,Verb,1,0
4715,하염없이,Adverb,1,0
4716,났습니다,Verb,4,0
4717,예쁜거죠,Adjective,2,0
4718,만하,Noun,21,0
4719,안내,Noun,4,0
4720,뻥,Noun,11,0
4721,긋거리,Verb,1,0
4722,듣고있음,Verb,7,0
4723,눈물날거,Verb,2,0
4724,옜날,Noun,3,0
4725,도나,Noun,19,0
4726,눈물나긴,Verb,1,0
4727,힘드네요,Adjective,3,0
4728,어우러져서,Verb,3,0
4729,상관없이,Adjective,5,0
4730,볼수있는거,Verb,1,0
4731,아름답게,Adjective,23,0
4732,해내는,Verb,1,0
4733,발전,Noun,24,0
4734,강력한,Adjective,4,0
4735,보여주었다,Verb,1,0
4736,비롯,Noun,8,0
4737,채워져,Verb,1,0
4738,30분,Number,7,0
4739,않는군요,Verb,2,0
4740,봐야되,Verb,5,0
4741,스피커,Noun,4,0
4742,들으면,Verb,19,0
4743,지니인것을,Verb,1,0
4744,묻지도,Verb,1,0
4745,따지지도,Verb,1,0
4746,봤어야,Verb,1,0
4747,지에,Verb,2,0
4748,넣으면서,Verb,1,0
4749,돌아갈,Verb,5,0
4750,떠오르게,Verb,10,0
4751,조용한,Adjective,1,0
4752,야간,Noun,3,0
4753,시간대,Noun,6,0
4754,오니,Noun,2,0
4755,통틀어,Noun,6,0
4756,아름답다는,Adjective,4,0
4757,크고,Verb,17,0
4758,열연,Noun,25,0
4759,하셨어요,Verb,4,0
4760,유치하단,Adjective,2,0
4761,컸었는데,Verb,1,0
4762,짠했고,Adjective,1,0
4763,잼있었습니다,Verb,5,0
4764,놀랬습니다,Adjective,3,0
4765,등장인물,Noun,26,0
4766,씨,Suffix,18,1
4767,단언,Noun,1,0
4768,재밋엇어,Noun,14,0
4769,사랑스러,Adjective,10,0
4770,ㅤㅇㅝㅅ,Noun,10,0
4771,시보,Noun,8,0
4772,화려했던,Adjective,3,0
4773,수묵화,Noun,1,0
4774,같군요,Adjective,2,0
4775,쟈스민양,Noun,1,0
4776,웜미,Noun,1,0
4777,찡했다,Adjective,1,0
4778,깔,Verb,7,0
4779,깨지,Verb,3,0
4780,않아줘서,Verb,1,0
4781,떠올릴,Verb,4,0
4782,줘서,Verb,9,0
4783,그대,Noun,7,0
4784,대단해,Adjective,3,0
4785,보더,Noun,5,0
4786,인식,Noun,3,0
4787,보자고하길,Verb,1,0
4788,구나,Noun,10,0
4789,신기하고,Adjective,8,0
4790,빠져있다,Verb,4,0
4791,왔어요,Verb,69,0
4792,받기,Verb,1,0
4793,충분하다고,Adjective,1,0
4794,맛깔나는,Adjective,2,0
4795,표현,Modifier,13,1
4796,없네,Adjective,13,0
4797,변하니까,Adjective,1,0
4798,바뀌었다,Verb,2,0
4799,자란,Verb,4,0
4800,바꾸겠지,Verb,1,0
4801,만족했는데,Adjective,1,0
4802,만족스러웠어요,Adjective,2,0
4803,왕궁,Noun,3,0
4804,불렀네요,Verb,1,0
4805,눈쌀찌,Noun,1,0
4806,부리,Noun,2,0
4807,보세용,Verb,27,0
4808,웬만해서,Adjective,2,0
4809,우는데,Verb,1,0
4810,나면,Verb,10,0
4811,의사,Noun,3,0
4812,.,Foreign,4,0
4813,잘추는,Verb,2,0
4814,반칙,Noun,2,0
4815,프레,Noun,1,0
4816,젠또,Noun,1,0
4817,LOVE,Alpha,5,0
4818,추며,Verb,1,0
4819,까지하는,Verb,1,0
4820,대단,Verb,11,0
4821,나갔던,Verb,1,0
4822,부르지도,Verb,1,0
4823,않았는데,Verb,21,0
4824,왔음,Verb,6,0
4825,촤고,Noun,2,0
4826,앎,Verb,3,0
4827,뛰어난,Adjective,18,0
4828,적절한,Adjective,9,0
4829,였구요,Verb,2,0
4830,만족스럽다,Adjective,5,0
4831,묻,Verb,2,0
4832,어간,Noun,2,0
4833,느낌이었지만,Verb,2,0
4834,깨워,Verb,2,0
4835,고마웠던,Adjective,2,0
4836,더욱더,Noun,7,0
4837,대화,Noun,10,0
4838,시킴,Noun,3,0
4839,짱짱맨,Noun,12,0
4840,국민,Noun,5,0
4841,재밋는,Noun,6,0
4842,재밋게ㅤㅂㅘㅅ어,Noun,2,0
4843,볼수있어요,Verb,2,0
4844,이상재,Noun,1,0
4845,밋,Noun,31,0
4846,설레임,Noun,5,0
4847,이룸,Verb,1,0
4848,좋아함,Adjective,6,0
4849,되어다,Verb,1,0
4850,박수치며,Verb,7,0
4851,즐거워하다가울면서,Adjective,1,0
4852,커다란,Adjective,2,0
4853,화두,Noun,1,0
4854,나를던져주는,Verb,1,0
4855,롯,Noun,2,0
4856,살고있느냐,Verb,1,0
4857,있었던거,Adjective,2,0
4858,쉽지,Verb,6,0
4859,않았을텐데,Verb,3,0
4860,많아요,Adjective,6,0
4861,듣고있어요,Verb,10,0
4862,심심하지,Adjective,2,0
4863,잘하고,Verb,32,0
4864,나더라구요,Verb,9,0
4865,봐야해,Verb,8,0
4866,했나,Verb,14,0
4867,짼다,Verb,1,0
4868,약,Noun,16,1
4869,드신줄,Verb,1,0
4870,멍,Noun,4,0
4871,때리면서,Verb,1,0
4872,뭉클하게,Adjective,1,0
4873,주었습니다,Verb,3,0
4874,흥겨웠습니다,Adjective,3,0
4875,느므좋아,Noun,1,0
4876,아름답네요,Adjective,20,0
4877,부르게,Verb,6,0
4878,끝날,Verb,44,0
4879,순수해지는,Adjective,1,0
4880,으,Adverb,16,0
4881,루ㅤㅂㅘㅅ다,Noun,1,0
4882,노래하나하나가,Adjective,2,0
4883,좋을거,Adjective,4,0
4884,짜여진,Verb,3,0
4885,웃겼고,Verb,4,0
4886,예쁜거,Adjective,2,0
4887,아니예요,Adjective,3,0
4888,쬐,Verb,2,0
4889,끔,Verb,5,0
4890,유치할수,Adjective,1,0
4891,있겠어요,Adjective,1,0
4892,좋아할것,Adjective,3,0
4893,이서,Noun,4,0
4894,서의,Verb,1,0
4895,서도,Noun,4,0
4896,봤었는데,Verb,19,0
4897,크지도,Verb,1,0
4898,적절하며,Adjective,1,0
4899,흥겹다,Adjective,4,0
4900,에너지,Noun,8,0
4901,마,Noun,18,0
4902,아니가,Adjective,1,0
4903,ㅜㅋㅋㅋ,KoreanParticle,1,0
4904,하고픔,Verb,1,0
4905,선입견,Noun,5,0
4906,옳지,Adjective,1,0
4907,화려함,Adjective,17,0
4908,싶어졌음,Verb,1,0
4909,지루한거하나,Adjective,1,0
4910,호소,Noun,3,0
4911,짙은,Adjective,2,0
4912,뿜뿜,Noun,11,0
4913,축제,Noun,4,0
4914,하니,Noun,3,1
4915,있을듯,Adjective,8,0
4916,한건데,Verb,1,0
4917,즐거워서,Adjective,6,0
4918,5000원,Number,18,0
4919,재밌고잘,Adjective,1,0
4920,싸게,Verb,4,0
4921,미안하다,Adjective,2,0
4922,느껴졌네요,Verb,1,0
4923,클,Verb,8,0
4924,라이,Noun,4,0
4925,막스,Noun,6,0
4926,시점,Noun,6,0
4927,있어야,Adjective,2,0
4928,했나하는,Verb,1,0
4929,맞지,Verb,9,0
4930,않는다는,Verb,3,0
4931,집중,Noun,121,0
4932,어렵게,Adjective,1,0
4933,알고있으면서도,Verb,1,0
4934,부르실,Verb,2,0
4935,바뀌고,Verb,3,0
4936,나서의,Verb,1,0
4937,억울함은,Adjective,1,0
4938,견디고,Verb,1,0
4939,산다,Noun,1,0
4940,분노,Noun,6,0
4941,섞인,Verb,2,0
4942,기쁨,Noun,4,0
4943,감사함이,Verb,1,0
4944,섞여,Verb,1,0
4945,무표정,Noun,2,0
4946,지으며,Verb,7,0
4947,한구석,Noun,1,0
4948,온전히,Verb,2,0
4949,고맙다는,Adjective,1,0
4950,포옹,Noun,4,0
4951,흘렸다,Verb,6,0
4952,살아난다,Verb,3,0
4953,출,Verb,10,0
4954,오열,Noun,3,0
4955,여신,Noun,10,0
4956,게더,Noun,1,0
4957,끊임없이,Adjective,2,0
4958,쩔어서,Verb,3,0
4959,보임,Verb,4,1
4960,대,Foreign,11,1
4961,아낀다고,Verb,1,0
4962,회관,Noun,1,0
4963,보았지만,Verb,8,0
4964,볼거다,Verb,5,0
4965,평일,Noun,8,0
4966,꽉차고,Verb,2,0
4967,영화광,Noun,1,0
4968,남편,Noun,20,0
4969,귓가,Noun,29,0
4970,트렉,Noun,1,0
4971,나르는,Verb,4,0
4972,몰랐는데,Verb,9,0
4973,예쁘더라,Adjective,1,0
4974,또한,Modifier,13,1
4975,다듬어진,Verb,1,0
4976,뚝뚝,Noun,3,0
4977,한장,Noun,19,0
4978,중동,Noun,18,0
4979,꿈꾸게,Verb,2,0
4980,되었고,Verb,7,0
4981,보며,Verb,21,0
4982,필요없음,Adjective,61,0
4983,한우물,Noun,1,0
4984,요기,Noun,4,0
4985,있다구여,Adjective,1,0
4986,가는지,Verb,15,0
4987,흥미롭게,Adjective,7,0
4988,화려하구,Adjective,2,0
4989,신나구,Adjective,2,0
4990,풍부했음,Adjective,1,0
4991,뛸거,Verb,2,0
4992,생각나게,Verb,13,0
4993,해줍니다,Verb,2,0
4994,재미있는데,Adjective,6,0
4995,모레,Noun,6,0
4996,갈거야,Verb,5,0
4997,ㅜㅋㅋ,KoreanParticle,1,0
4998,루즈,Noun,13,0
4999,만세,Noun,13,0
5000,인거,Verb,1,0
5001,풀,Noun,8,0
5002,들어야,Verb,3,0
5003,다르게,Adjective,19,0
5004,형형색색,Noun,2,0
5005,봐야겠음,Verb,7,0
5006,끝판,Noun,16,0
5007,대장,Noun,1,0
5008,우연히,Adverb,6,0
5009,당연하게,Adjective,2,0
5010,풍부하고,Adjective,4,0
5011,이쁜데,Adjective,6,0
5012,불렀나,Verb,2,0
5013,부룸,Noun,1,0
5014,졌어,Verb,1,0
5015,언니,Suffix,7,1
5016,오졌다,Verb,2,0
5017,ㅁㅋㅋ,KoreanParticle,1,0
5018,이었습니다,Foreign,2,1
5019,싶네요,Verb,107,0
5020,하셔,Verb,2,0
5021,듦,Verb,9,0
5022,힙하,Noun,5,0
5023,힙해쟈스민,Noun,1,0
5024,피해,Noun,3,0
5025,짠했네,Adjective,1,0
5026,잼나게,Verb,63,0
5027,샘,Noun,17,0
5028,오취,Noun,16,0
5029,돋보임,Verb,6,0
5030,오래되어서,Adjective,1,0
5031,되었더라,Verb,1,0
5032,쪽,Noun,9,0
5033,비슷한,Adjective,15,0
5034,성격,Noun,7,0
5035,꾸며놓았더라,Verb,1,0
5036,새,Modifier,15,1
5037,맛볼,Verb,2,0
5038,재해,Noun,3,0
5039,석도,Noun,1,0
5040,ㅤㅆㅕㅤ,Noun,1,0
5041,얄미워,Adjective,1,0
5042,모자라,Noun,5,0
5043,느끼는건데,Verb,1,0
5044,떠오르며,Verb,5,0
5045,복합,Noun,1,0
5046,벅차오름,Adjective,4,0
5047,만들어야,Verb,3,0
5048,읽을,Verb,3,0
5049,ㅈㄹ,KoreanParticle,1,0
5050,하는덴,Noun,1,0
5051,빠는,Verb,2,0
5052,공포영화,Noun,1,0
5053,가더,Verb,12,0
5054,유치했다,Adjective,7,0
5055,이아름,Noun,1,0
5056,다운,Noun,52,0
5057,노래안,Adjective,1,0
5058,명존,Noun,1,0
5059,쎄하고싶었음,Adjective,1,0
5060,동굴씬,Noun,3,0
5061,행복했네요,Adjective,3,0
5062,갔다가내가,Verb,2,0
5063,빠져들어서,Verb,6,0
5064,맘충,Noun,7,0
5065,파파,Noun,1,0
5066,충,Noun,8,0
5067,부모님,Noun,48,0
5068,무시,Noun,14,0
5069,쳐,Verb,28,0
5070,자실거면,Verb,1,0
5071,자세,Noun,3,0
5072,애가,Noun,11,0
5073,좌석,Noun,6,0
5074,대는데,Verb,1,0
5075,킥,Noun,1,0
5076,복식,Noun,1,0
